Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Purwandari B., Hermawan Sutoyo M.A., Mishbah M., Dzulfikar M.F.","56716397400;57215526635;57201979474;57213386983;","Gamification in e-Govemment: A Systematic Literature Review",2019,"Proceedings of 2019 4th International Conference on Informatics and Computing, ICIC 2019",,, 8985769,"","",,,"10.1109/ICIC47613.2019.8985769","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081064775&doi=10.1109%2fICIC47613.2019.8985769&partnerID=40&md5=3f3166fee2e160f4a80a20ff188d22b9","Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia","Purwandari, B., Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia; Hermawan Sutoyo, M.A., Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia; Mishbah, M., Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia; Dzulfikar, M.F., Faculty of Computer Science, Universitas Indonesia, Depok, Indonesia","Previous studies indicate that gamification in e- government potentially increases social interactions between citizens and government. As a result, it can lead to more active participation of citizens in government programs. However, there are many cases of e-government that are lack of citizens' involvement. To address this problem, a Systematic Literature Review (SLR) with Kitchenham method on gamification in e- government was employed. It analyzed lesson learned from gamification in e-government, which was implemented in 8 countries in Asia, Europe, America and Australia. The results show that citizens prefer accepting rewards such as money, better feeling, digital badges, and certificates of appreciation to take part in e-government. These findings become inputs for further study to develop a protype of gamification for e- government in Indonesia. © 2019 IEEE.","citizens' participation; e-government; gamification; systematic literature review","Gamification; Australia; citizens' participation; E-govemment; Government projects; Indonesia; Social interactions; Systematic literature review; Systematic literature review (SLR); e-government",,,"Institute of Electrical and Electronics Engineers Inc.",,9781728122076,,,"English","Proc. Int. Conf. Inf. Comput., ICIC",Conference Paper,"Final",,Scopus,2-s2.0-85081064775
"Ahmad A., Feng C., Tahir A., Khan A., Waqas M., Ahmad S., Ullah A.","57214747469;35182844100;57216222243;57216221274;57215416666;57149560600;57214719215;","An empirical evaluation of machine learning algorithms for identifying software requirements on stack overflow: Initial results",2019,"Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS","2019-October",, 9040720,"689","693",,,"10.1109/ICSESS47205.2019.9040720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082878517&doi=10.1109%2fICSESS47205.2019.9040720&partnerID=40&md5=6f81e672dbf9fdeb0dff187b83944786","School O F Computer Science and Technology, Beijing Institute of Technology, Beijing, China; Department O F Computer Science, University of Swabi, Anbar, Pakistan; College O F Computer Science and Software Engineering, Shenzen University, Shenzen, China; Department O F Computer Science, FAST-NUCES, Peshawar, Pakistan; Faculty O F Engineering Sciences and Technology, Iqra University, Karachi, Pakistan","Ahmad, A., School O F Computer Science and Technology, Beijing Institute of Technology, Beijing, China, Department O F Computer Science, University of Swabi, Anbar, Pakistan; Feng, C., School O F Computer Science and Technology, Beijing Institute of Technology, Beijing, China; Tahir, A., College O F Computer Science and Software Engineering, Shenzen University, Shenzen, China; Khan, A., School O F Computer Science and Technology, Beijing Institute of Technology, Beijing, China; Waqas, M., Department O F Computer Science, FAST-NUCES, Peshawar, Pakistan; Ahmad, S., Faculty O F Engineering Sciences and Technology, Iqra University, Karachi, Pakistan; Ullah, A., Department O F Computer Science, University of Swabi, Anbar, Pakistan","Context: The recent developments made during the last decade or two in requirements engineering (RE) methods have seen a rise in using different machine-learning (ML) algorithms to solve some complex RE problems. One such problem is identifying and classifying software requirements on Stack Overflow (SO). The suitability of ML-based techniques to this tackle problem has shown convincing results, much better than those generated by some traditional natural language processing (NLP) techniques. Nevertheless, a comprehensive and systematic comprehension of these ML based techniques is still deficient. Objective: To identify and classify the type of ML algorithms used for identifying software requirements on SO. Method: This article reports systematic literature review (SLR) gathering evidence published up to August, 2019. Results: This study identified 1073 published papers related to RE and SO. Only 12 primary papers were selected. The data extraction process revealed that; 1) Latent Dirichlet Allocation (LDA) topic modeling is the most widely used ML algorithm in the selected studies, and 2) Precision and recall are the most commonly used evaluation method to measure the performance of these ML algorithms. Conclusion: The SLR finds that while ML algorithms have great potential in the identification of RE on SO, they face some open issues that will ultimately affect their performance and practical application. The SLR calls for the collaboration between RE and ML researchers, to tackle the open issues facing the development of real-world ML systems. © 2019 IEEE.","Algorithms; Machine learning; Requirements engineering; Stack overflow; Systematic literature review","Algorithms; Learning systems; Machine learning; Natural language processing systems; Requirements engineering; Software engineering; Statistics; Empirical evaluations; Latent dirichlet allocations; NAtural language processing; Precision and recall; Software requirements; Stack overflow; Systematic literature review; Systematic literature review (SLR); Learning algorithms",,"Li W.Babu M.S.P.","IEEE Computer Society",23270586,9781728109459,,,"English","Proc.IEEE Int. Conf. Software Eng. Serv. Sci., ICSESS",Conference Paper,"Final",,Scopus,2-s2.0-85082878517
"Goncalves F., Ribeiro B., Gama O., Santos A., Costa A., Dias B., MacEdo J., Nicolau M.J.","57193414087;57202490601;24450322700;57206249809;14021196500;21833542900;7007114241;57212456832;","A Systematic Review on Intelligent Intrusion Detection Systems for VANETs",2019,"International Congress on Ultra Modern Telecommunications and Control Systems and Workshops","2019-October",, 8970942,"","",,,"10.1109/ICUMT48472.2019.8970942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079097602&doi=10.1109%2fICUMT48472.2019.8970942&partnerID=40&md5=a8d3de8578507fd544336e994920eed2","University of Minho, Algoritmi Center, Portugal","Goncalves, F., University of Minho, Algoritmi Center, Portugal; Ribeiro, B., University of Minho, Algoritmi Center, Portugal; Gama, O., University of Minho, Algoritmi Center, Portugal; Santos, A., University of Minho, Algoritmi Center, Portugal; Costa, A., University of Minho, Algoritmi Center, Portugal; Dias, B., University of Minho, Algoritmi Center, Portugal; MacEdo, J., University of Minho, Algoritmi Center, Portugal; Nicolau, M.J., University of Minho, Algoritmi Center, Portugal","Vehicular Ad hoc Networks (VANETs) are a growing area that continues to gain interest with an increasing diversity of applications available. These are the underlying network for Intelligent Transportation Systems (ITS), a set of applications and services that aim to provide greater security and comfort to drivers and passengers. However, the characteristics and size of a VANET make it a security challenge. It has been a subject of study, with several research works aimed at this problem, usually involving cryptography. There are, however, some attacks that cannot be solved using traditional methodologies. For example, Sybil attack, Denial of Service (DoS), Black Hole, etc. are not preventable using cryptographic tools. Nonetheless, using an Intrusion Detection System (IDS) can help to detect malicious behavior, preventing further damage. This work presents a Systematic Literature Review (SLR) that aims to evaluate the feasibility of this type of solution. Additionally, it should provide information about the most common approaches, allowing the identification of the most used Machine Learning (ML) algorithms, architectures and datasets. © 2019 IEEE.","Intrusion Detection System; Machine Learning; Systematic Literature Review; VANETs","Control systems; Cryptography; Damage detection; Denial-of-service attack; Intelligent systems; Intelligent vehicle highway systems; Intrusion detection; Learning systems; Machine learning; Network security; Intelligent Intrusion detection systems; Intelligent transportation systems; Intrusion Detection Systems; Systematic literature review; Systematic literature review (SLR); Underlying networks; VANETs; Vehicular Adhoc Networks (VANETs); Vehicular ad hoc networks",,,"IEEE Computer Society",21570221,9781728157634,,,"English","Int. Cong. Ultra Mod.Telecommun. Control Syst. Workshops",Conference Paper,"Final",,Scopus,2-s2.0-85079097602
"Safitri A., Er M.","57215534277;57214676173;","Social software and knowledge sharing: A systematic literature review",2019,"2019 International Conference on Advanced Computer Science and Information Systems, ICACSIS 2019",,, 8979920,"389","394",,,"10.1109/ICACSIS47736.2019.8979920","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081092375&doi=10.1109%2fICACSIS47736.2019.8979920&partnerID=40&md5=28d5df0916a72f47c4ecff5ab49f1aae","Institut Teknologi Sepuluh Nopember, Department of Information System, Surabaya, Indonesia","Safitri, A., Institut Teknologi Sepuluh Nopember, Department of Information System, Surabaya, Indonesia; Er, M., Institut Teknologi Sepuluh Nopember, Department of Information System, Surabaya, Indonesia","Some researchers have linked the social software usage like social media, wikis, blogs, instant messaging, forums and corporate social networks with the process of knowledge sharing. They also found that the application of social software that can provide positive results in the knowledge sharing process. The purpose of this research is to provide insights into state-of-the-art research on the use of social software to support the knowledge sharing process. This research is conducted to answer (i) how the general description of the knowledge sharing process is and (ii) how social software helps the process of knowledge sharing. The method used in this research is the Systematic Literature Review (SLR) where synthesizing related papers sourced from the ScienceDirect journal database. Searching related papers using certain keywords obtained 865 papers. Then 85 papers were selected after applying the inclusion and exclusion criteria. Following a more rigorous papers quality assessment, 20 papers are selected for further analyses. Based on the analysis, we found a general description of knowledge sharing. This paper also describes how social software can support the process of sharing knowledge, and some influencing factors. That factors influencing the level of orientation and knowledge sharing activities on social media, and divided into individual and social factors. Besides that, there are several other factors related but have not been clearly classified yet. Also, we found Social Networking Sites (SNS) as the type of social software that often used and this topic frequently discussed in organization scope. © 2019 IEEE.","Knowledge management; Knowledge sharing; Social media; Social software","Application programs; Information systems; Information use; Knowledge management; Social sciences computing; General description; Inclusion and exclusions; Knowledge-sharing; Social media; Social networking sites; Social software; Systematic literature review; Systematic literature review (SLR); Social networking (online)",,,"Institute of Electrical and Electronics Engineers Inc.",,9781728152929,,,"English","Int. Conf. Adv. Comput. Sci. Inf. Syst., ICACSIS",Conference Paper,"Final",,Scopus,2-s2.0-85081092375
"Finata R.A., Andrawina L.","57211274991;35748594600;","A Systematic Literature Review: Framework Design of Student Performance Monitoring System in Higher Education",2019,"IOP Conference Series: Materials Science and Engineering","598","1", 012024,"","",,,"10.1088/1757-899X/598/1/012024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073185648&doi=10.1088%2f1757-899X%2f598%2f1%2f012024&partnerID=40&md5=eb7f20860336f4aa6b958c8c608a0aab","Faculty of Industrial Engineering, Telkom University, Indonesia","Finata, R.A., Faculty of Industrial Engineering, Telkom University, Indonesia; Andrawina, L., Faculty of Industrial Engineering, Telkom University, Indonesia","In many organizations and institution particularly college, monitoring of students is a very important factor especially in identifying every problem that faced student in college. Various kinds of problems faced by the student can cause a high number of students to retake courses. Because of the alarming situation of the quality in higher education caused some measure has to be taken. In this paper will be focused on student monitoring framework design in higher education. Systematic literature review (SLR) used as a methodology in reviewing literature. This paper will be classified of each research on primary studies by object of research, indicators, variables, and methods. From the literature review results it is known that student monitoring framework design in higher education can be explored further by considering their assignment point and quiz at each class meeting with the aim to reduce number of students to retake courses especially in freshman students. © Published under licence by IOP Publishing Ltd.",,"Curricula; Risk management; Systems engineering; Framework designs; Higher education; Literature reviews; Student monitoring; Student performance monitoring; Systematic literature review; Systematic literature review (SLR); Students",,,"Institute of Physics Publishing",17578981,,,,"English","IOP Conf. Ser. Mater. Sci. Eng.",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85073185648
"Wieser A.A., Scherz M., Maier S., Passer A., Kreiner H.","57211214772;57202081488;56135841800;53875067300;55207470300;","Implementation of Sustainable Development Goals in construction industry - A systemic consideration of synergies and trade-offs",2019,"IOP Conference Series: Earth and Environmental Science","323","1", 012177,"","",,1,"10.1088/1755-1315/323/1/012177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073037633&doi=10.1088%2f1755-1315%2f323%2f1%2f012177&partnerID=40&md5=45cf66fcb544713ce11a2db06792d352","University of Graz, Austria; Working Group Sustainable Construction, Institute of Technology and Testing of Construction Materials, Graz University of Technology, Austria","Wieser, A.A., University of Graz, Austria; Scherz, M., Working Group Sustainable Construction, Institute of Technology and Testing of Construction Materials, Graz University of Technology, Austria; Maier, S., Working Group Sustainable Construction, Institute of Technology and Testing of Construction Materials, Graz University of Technology, Austria; Passer, A., Working Group Sustainable Construction, Institute of Technology and Testing of Construction Materials, Graz University of Technology, Austria; Kreiner, H., Working Group Sustainable Construction, Institute of Technology and Testing of Construction Materials, Graz University of Technology, Austria","According to sustainability research the world has exceeded four out of seven planetary boundaries. The areas of climate change, biodiversity loss, nitrogen cycle and land use have left the so called safe operating space for humanity. The built environment is one of the major contributors to environmental impacts. Especially the embodied energy during the construction phase of the built environment and the energy demands during the use of buildings contribute to a high energy and resource consumption. In the year 2015 the United Nations adopted the Sustainable Development Goals (SDGs), a universal development agenda, which goals need to be fulfilled by the year 2030 and by all UN countries worldwide. Amongst other countries Austria has adopted the 2030 agenda and has committed itself to the SDGs. Research objective was to explore the application of systemic approaches in the field of SDGs. The work presents a systematic literature review (SLR) and discusses an application of a qualitative system analysis (carried out with the tool iMODELER) on the SDGs. Results show how interdependencies among SDGs and among chosen concrete actions, e.g. for the built environment, can be visualized for a better systemic understanding. By visualizing synergies and trade-offs, effects of decisions taken can be estimated from a holistic perspective. © 2019 IOP Publishing Ltd. All rights reserved.",,"Biodiversity; Climate change; Commerce; Construction industry; Economic and social effects; Environmental impact; Land use; Planning; Biodiversity loss; Built environment; Construction phase; Holistic perspectives; Research objectives; Resource consumption; Systematic literature review (SLR); Systemic approach; Sustainable development",,"Passer A.Lutzkendorf T.Habert G.Kromp-Kolb H.Monsberger M.","Institute of Physics Publishing",17551307,,,,"English","IOP Conf. Ser. Earth Environ. Sci.",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85073037633
"Yomeldi H., Rosmansyah Y., Dabarsyah B.","57216617914;56502202000;6505888067;","Serious Game on Mobile Learning: A Systematic Literature Review",2019,"Proceedings - 2019 International Conference on Advanced Informatics: Concepts, Theory, and Applications, ICAICTA 2019",,, 8904209,"","",,,"10.1109/ICAICTA.2019.8904209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084041748&doi=10.1109%2fICAICTA.2019.8904209&partnerID=40&md5=5d5b91c6e0701f19c5e6d59de31dd042","School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia","Yomeldi, H., School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia; Rosmansyah, Y., School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia; Dabarsyah, B., School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia","Emerging technologies support shifting from traditional learning into a new learning paradigm, allowing flexibility in distance and time. This paper presents how to understand the better serious mobile games that support learning outcomes based on a review of current and previous research. This study describes mobile serious games features, technologies and frameworks with a systematic literature review (SLR) method. Determining the research question (RQ) is an important step. By using related keywords, Searching was performed on popular database journals. The study concluded that they were 4 features on the serious games that potentially influenced learning outcomes. They are visualization, enjoyment, immersion, and interactivity. Virtual Learning Environment (VLE) with the 3D game, 2D game, WebApps, Augmented and Virtual Reality games are the technologies that should be implemented on mobile learning. © 2019 IEEE.","mobile learning; Serious games; SLR; Systematic Literature Review","Computer aided instruction; E-learning; Virtual reality; Augmented and virtual realities; Emerging technologies; Learning paradigms; Research questions; Systematic literature review; Systematic literature review (SLR); Traditional learning; Virtual learning environments; Serious games",,,"Institute of Electrical and Electronics Engineers Inc.",,9781728134505,,,"English","Proc. - Int. Conf. Adv. Inf.: Concepts, Theory, Appl., ICAICTA",Conference Paper,"Final",,Scopus,2-s2.0-85084041748
"Neto G.T.G., Santos W.B., Endo P.T., Roberta Fagundes A.A.","57210937284;55496868400;36160299900;57211518603;","Multivocal literature reviews in software engineering: Preliminary findings from a tertiary study",2019,"International Symposium on Empirical Software Engineering and Measurement","2019-Septemer",, 8870142,"","",,,"10.1109/ESEM.2019.8870142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074253912&doi=10.1109%2fESEM.2019.8870142&partnerID=40&md5=e2cec7bf054587337fc96e13a287e45e","Department of Computer Engineering, University of Pernambuco, Pernambuco, Recife, Brazil","Neto, G.T.G., Department of Computer Engineering, University of Pernambuco, Pernambuco, Recife, Brazil; Santos, W.B., Department of Computer Engineering, University of Pernambuco, Pernambuco, Recife, Brazil; Endo, P.T., Department of Computer Engineering, University of Pernambuco, Pernambuco, Recife, Brazil; Roberta Fagundes, A.A., Department of Computer Engineering, University of Pernambuco, Pernambuco, Recife, Brazil","Background: In recent years, studies involving Grey Literature (GL) have been growing and attracting the attention of researchers in software engineering (SE). One of the sources of GL refers to content produced by professionals based on their practical experiences? Recent researches in the SE states that GL can complement areas of research that are not yet clearly defined in the scientific literature. In this context, the Multivocal Literature Review (MLR), a form of Systematic Literature Review (SLR) with the inclusion of GL, emerges. Goal: Provide preliminary work about the current research involving MLR studies? First, we investigate the motivation of the researchers to include GL in review studies; and second, we examine how GL was included in the studies. Method: A tertiary study was conducted to search MLR studies published between 2009 to April of 2019. Results: The main motivations for including GL in review studies are: lack of academic research on the topic, emerging research on this topic, and complementary evidence in the GL? Internet articles and white papers were the main sources of GL data used. Conclusions: The conducting of MLR studies is still in its early stages; we have identified only 12 secondary studies. The MLR studies were conducted using guidelines for performing SLRs. What we consider to be a threat to the validity of these studies, since guidelines to conduct SLR studies do not provide recommendations for quality analysis and synthesis of primary studies, including GL. © 2019 IEEE.",,"Motivation; Software engineering; Academic research; Analysis and synthesis; Grey literature; Literature reviews; Practical experience; Recent researches; Scientific literature; Systematic literature review (SLR); Engineering research",,,"IEEE Computer Society",19493770,9781728129686,,,"English","Int. Symp. Empir. Softw. Eng. Meas.",Conference Paper,"Final",,Scopus,2-s2.0-85074253912
"Gonzalez-Toral S., Freire R., Gualan R., Saquicela V.","57208919835;57216805106;57204462700;36624403800;","A ranking-based approach for supporting the initial selection of primary studies in a Systematic Literature Review",2019,"Proceedings - 2019 45th Latin American Computing Conference, CLEI 2019",,, 9073853,"","",,,"10.1109/CLEI47609.2019.235079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084734905&doi=10.1109%2fCLEI47609.2019.235079&partnerID=40&md5=dda5a12dd48231eea588da4d463b39b4","University of Cuenca, Department of Computer Science, Cuenca, Ecuador","Gonzalez-Toral, S., University of Cuenca, Department of Computer Science, Cuenca, Ecuador; Freire, R., University of Cuenca, Department of Computer Science, Cuenca, Ecuador; Gualan, R., University of Cuenca, Department of Computer Science, Cuenca, Ecuador; Saquicela, V., University of Cuenca, Department of Computer Science, Cuenca, Ecuador","Traditionally most of the steps involved in a Systematic Literature Review (SLR) process are manually executed, causing inconvenience of time and effort, given the massive amount of primary studies available online. This has motivated a lot of research focused on automating the process. Current state-of-the-art methods combine active learning methods and manual selection of primary studies from a smaller set so they can maximize the finding of relevant papers while at the same time minimizing the number of manually reviewed papers. In this work, we propose a novel strategy to further improve these methods whose early success heavily depends on an effective selection of initial papers to be read by researchers using a PCAbased method which combines different document representation and similarity metric approaches to cluster and rank the content within the corpus related to an enriched representation of research questions within the SLR protocol. Validation was carried out over four publicly available data sets corresponding to SLR studies from the Software Engineering domain. The proposed model proved to be more efficient than a BM25 baseline model as a mechanism to select the initial set of relevant primary studies within the top 100 rank, which makes it a promising method to bootstrap an active learning cycle. © 2019 IEEE.","automation; data mining; knowledge graphs; machinelearning; NLP; PCA; ranking indexing; Systematic literature review; text mining",,,,"Institute of Electrical and Electronics Engineers Inc.",,9781728155746,,,"English","Proc. - Lat. Am. Comput. Conf., CLEI",Conference Paper,"Final",,Scopus,2-s2.0-85084734905
"Falco M., Robiolo G.","57205340116;23668769500;","A systematic literature review in multi-agent systems: Patterns and trends",2019,"Proceedings - 2019 45th Latin American Computing Conference, CLEI 2019",,, 9073811,"","",,,"10.1109/CLEI47609.2019.235098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084738948&doi=10.1109%2fCLEI47609.2019.235098&partnerID=40&md5=993e69a547f7ca6606b6ddbd561262d6","LIDTUA/CONICET, Engineering Faculty, Austral University, Pilar, Buenos Aires, Argentina","Falco, M., LIDTUA/CONICET, Engineering Faculty, Austral University, Pilar, Buenos Aires, Argentina; Robiolo, G., LIDTUA/CONICET, Engineering Faculty, Austral University, Pilar, Buenos Aires, Argentina","Multi-Agent Systems became a powerful solution to model and solve problems in complex and dynamic environments. While research in this area grew exponentially before 2009, there is a need to understand the status quo of the field from 2009 to June 2017 in order to comprehend the general evolution. The results of a SLR related to Multi-Agent Systems, its applications and research gaps, following Kitchenham and Wholin guidelines are presented in this paper. From the analysis of279 papers (out of3522 candidates), our findings suggest that: a) there is a general decreasing trend of publications (but it is increasing for specific domains), b) only 15% of the papers portrayed a real case study, c) the top 20 were formed by 67 authors, d) the papers were mostly published in journals and conferences, e) there is no unified methodology or framework, f) the top 3 application domains were transport/traffic, healthcare/biology, and logistics/manufacturing, g) MAS interact with different disciplines like machine learning. Finally, the MAS community should work together to close the gaps and unify the field, bridging with other disciplines and industry. © 2019 IEEE.","AOSE; multi-agent systems; systematic literature review",,,,"Institute of Electrical and Electronics Engineers Inc.",,9781728155746,,,"English","Proc. - Lat. Am. Comput. Conf., CLEI",Conference Paper,"Final",,Scopus,2-s2.0-85084738948
"Mendes E., Felizardo K., Wohlin C., Kalinowski M.","7103403410;35248128000;35547332200;8288075800;","Search Strategy to Update Systematic Literature Reviews in Software Engineering",2019,"Proceedings - 45th Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2019",,, 8906753,"355","362",,3,"10.1109/SEAA.2019.00061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076019859&doi=10.1109%2fSEAA.2019.00061&partnerID=40&md5=c3f3f9bc9b854ad539ca79a4568bf97d","Department of Computer Science, Blekinge Institute of Technology, Karlskrona, Sweden; Department of Computing, Federal Technological University of Paraná, Cornélio Procópio, Brazil; Department of Software Engineering, Blekinge Institute of Technology, Karlskrona, Sweden; Department of Informatics, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil","Mendes, E., Department of Computer Science, Blekinge Institute of Technology, Karlskrona, Sweden; Felizardo, K., Department of Computing, Federal Technological University of Paraná, Cornélio Procópio, Brazil; Wohlin, C., Department of Software Engineering, Blekinge Institute of Technology, Karlskrona, Sweden; Kalinowski, M., Department of Informatics, Pontifical Catholic University of Rio de Janeiro, Rio de Janeiro, Brazil","[Context] Systematic Literature Reviews (SLRs) have been adopted within the Software Engineering (SE) domain for more than a decade to provide meaningful summaries of evidence on several topics. Many of these SLRs are now outdated, and there are no standard proposals on how to update SLRs in SE. [Objective] The goal of this paper is to provide recommendations on how to best to search for evidence when updating SLRs in SE. [Method] To achieve our goal, we compare and discuss outcomes from applying different search strategies to identifying primary studies in a previously published SLR update on effort estimation. [Results] The use of a single iteration forward snowballing with Google Scholar, and employing the original SLR and its primary studies as a seed set seems to be the most cost-effective way to search for new evidence when updating SLRs. [Conclusions] The recommendations can be used to support decisions on how to update SLRs in SE. © 2019 IEEE.","Searching for evidence!; Snowballing; Software Engineering; Systematic Literature Review Update; Systematic Literature Reviews","Cost effectiveness; Iterative methods; Software engineering; Cost effective; Effort Estimation; Google scholar; Search strategies; Searching for evidence; Seed set; Snowballing; Systematic literature review; Application programs",,"Staron M.Capilla R.Skavhaug A.","Institute of Electrical and Electronics Engineers Inc.",,9781728132853,,,"English","Proc. - Euromicro Conf. Softw. Eng. Adv. Appl., SEAA",Conference Paper,"Final",,Scopus,2-s2.0-85076019859
"Lima A.M., Quites Reis R., De Souza C.R.B.","56402533800;55750874800;34972632800;","Using a Systematic Literature Review to Strengthen the Evidence Supporting a Simulation Model of Distributed Software Projects",2019,"Proceedings - 45th Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2019",,, 8906520,"371","378",,,"10.1109/SEAA.2019.00063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076021644&doi=10.1109%2fSEAA.2019.00063&partnerID=40&md5=7d9cfbd504ab3ffb9ba6ae758da3cd93","Federal University of Pará, Belem, Brazil","Lima, A.M., Federal University of Pará, Belem, Brazil; Quites Reis, R., Federal University of Pará, Belem, Brazil; De Souza, C.R.B., Federal University of Pará, Belem, Brazil","In silico studies allow the use of computer models to simulate the environment, object, and subject behavior of an experiment. They are valuable tools to support the quantitative analysis of the behavior of different types of projects because they allow the use of different techniques such as stochastic and analytical methods to evaluate the impact of project decisions without the real execution costs. Recently, in silico studies have been used to study distributed software development projects. In this paper, we present a simulation model defined by a set of variables that describe the dynamics of Distributed Software Development (DSD) projects. The assessment of our simulation model is based on a Systematic Literature Review (SLR) where we seek evidence, from primary studies published until October 2018, that the variables and relationships in our model do exist in actual DSD projects. We use a SLR as a validation mechanism. Our results are twofold. First, there is a gap of studies on some variables including knowledge expertise and task allocation strategy in distributed software development projects. And, second, there still is a lack of data to support results related to productivity, especially testing activities, on DSD projects. Despite the problem of lack of common terminology for reporting the results on DSD studies, we argue that we need more studies to be able to clearly infer the dynamics of the relationship between variables on distributed software development. Our study brings one step closer to fulfill this gap. © 2019 IEEE.","Distributed Software Development; In Silico Studies; Literature Review; Process Simulation","Application programs; Stochastic systems; Analytical method; Distributed software; Distributed software development; In-silico; Literature reviews; Process simulations; Systematic literature review; Systematic literature review (SLR); Software design",,"Staron M.Capilla R.Skavhaug A.","Institute of Electrical and Electronics Engineers Inc.",,9781728132853,,,"English","Proc. - Euromicro Conf. Softw. Eng. Adv. Appl., SEAA",Conference Paper,"Final",,Scopus,2-s2.0-85076021644
"Kurniawan C., Rosmansyah Y., Dabarsyah B.","57216781795;56502202000;6505888067;","A Systematic Literature Review on Virtual Reality for Learning",2019,"Proceeding of 2019 5th International Conference on Wireless and Telematics, ICWT 2019",,, 8978263,"","",,,"10.1109/ICWT47785.2019.8978263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084645145&doi=10.1109%2fICWT47785.2019.8978263&partnerID=40&md5=724bad35837785e1b62fa12acc476935","Institut Teknologi Bandung, School of Electrical Engineering and Informatics, Bandung, Indonesia","Kurniawan, C., Institut Teknologi Bandung, School of Electrical Engineering and Informatics, Bandung, Indonesia; Rosmansyah, Y., Institut Teknologi Bandung, School of Electrical Engineering and Informatics, Bandung, Indonesia; Dabarsyah, B., Institut Teknologi Bandung, School of Electrical Engineering and Informatics, Bandung, Indonesia","Learning can be performed in various ways and can utilize different technologies. This paper presents a review of current and previous research to understand the use of virtual reality technology for learning. This paper used a systematic literature review (SLR) as a method. Research question (RQ) was determined in the first step. The query for searching the previous research on popular database journals was generated from previously created RQ. Popular journals included IEEE Xplore, ScienceDirect, SpringerLink, Scopus, and ACM Digital Library. Thirty-two related articles were produced from the search, then reviewed. The study concluded that there were four purposes of using virtual reality for learning, two types of devices used, and two types of user experiences. © 2019 IEEE.","learning; systematic literature review; virtual reality","Digital libraries; Query processing; User experience; Virtual reality; Database journals; Research questions; Systematic literature review; Systematic literature review (SLR); Virtual reality technology; E-learning",,,"Institute of Electrical and Electronics Engineers Inc.",,9781728147963,,,"English","Proceeding Int. Conf. Wirel. Telemat., ICWT",Conference Paper,"Final",,Scopus,2-s2.0-85084645145
