Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID
"Cushman F.","8286891500;","Rationalization is rational",2019,"Behavioral and Brain Sciences",,,,"","",,,"10.1017/S0140525X19001730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066405208&doi=10.1017%2fS0140525X19001730&partnerID=40&md5=952f9b92ec970813b43e6c0adbe18045","Harvard University, United States; Fiery Cushman, 1480 William James Hall, 33 Kirkland St., Cambridge, MA  02138, United States","Cushman, F., Harvard University, United States, Fiery Cushman, 1480 William James Hall, 33 Kirkland St., Cambridge, MA  02138, United States","Cognitive dissonance; Habitization; Inverse reinforcement learning; Rationalization; Reflective equilibrium; Representational exchange; Self-perception; Social learning; Theory of mind; Useful fiction","adult; article; decision making; defense mechanism; female; human; human experiment; male; perception; reinforcement; social learning; theory of mind","Cushman, F.; Harvard UniversityUnited States; email: cushman@fas.harvard.edu",Article,"Article in Press",Open Access,Scopus,2-s2.0-85066405208
"Lee D., Srinivasan S., Doshi-Velez F.","57211757866;57213354376;34874672900;","Truly batch apprenticeship learning with deep successor features",2019,"IJCAI International Joint Conference on Artificial Intelligence","2019-August",,,"5909","5915",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074956612&partnerID=40&md5=5e62df2f6a96744818a60e9af042199b","SEAS, Harvard University, United States","Lee, D., SEAS, Harvard University, United States; Srinivasan, S., SEAS, Harvard University, United States; Doshi-Velez, F., SEAS, Harvard University, United States",,,,Conference Paper,"Final",,Scopus,2-s2.0-85074956612
"Massimo D., Ricci F.","56433358100;35270071500;","Users’ evaluation of next-POI recommendations",2019,"CEUR Workshop Proceedings","2435",,,"1","8",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072657853&partnerID=40&md5=20f33cb85c149369a9996faab90cd62d","Free University of Bolzano, Italy","Massimo, D., Free University of Bolzano, Italy; Ricci, F., Free University of Bolzano, Italy","Clustering; Inverse reinforcement learning; Recommender systems; User study","Recommender systems; Reinforcement learning; Behaviour models; Behavioural model; Clustering; Inverse reinforcement learning; Performance measure; System accuracy; Traditional approaches; User study; Behavioral research",,Conference Paper,"Final",,Scopus,2-s2.0-85072657853
"Schwarting W., Pierson A., Alonso-Mora J., Karaman S., Rus D.","56724078600;56742977900;37057150200;24923242500;7004511052;","Social behavior for autonomous vehicles",2019,"Proceedings of the National Academy of Sciences of the United States of America","116","50",,"2492","24978",,1,"10.1073/pnas.1820676116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076241999&doi=10.1073%2fpnas.1820676116&partnerID=40&md5=646282cf372473a85ad7a77987af02c0","Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Cognitive Robotics, Delft University of Technology, Delft, 2628 CD, Netherlands; Laboratory of Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, MA  02139, United States","Schwarting, W., Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Pierson, A., Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Alonso-Mora, J., Cognitive Robotics, Delft University of Technology, Delft, 2628 CD, Netherlands; Karaman, S., Laboratory of Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Rus, D., Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA  02139, United States","Autonomous driving; Game theory; Inverse reinforcement learning; Social compliance; Social Value Orientation","algorithm; altruism; article; decision making; human; human experiment; Nash equilibrium; prediction; reinforcement; simulation","Schwarting, W.; Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of TechnologyUnited States; email: wilkos@mit.edu",Article,"Final",Open Access,Scopus,2-s2.0-85076241999
"Massimo D., Ricci F.","56433358100;35270071500;","Tangible decision-making in sensors augmented spaces",2019,"CEUR Workshop Proceedings","2495",,,"53","62",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075109550&partnerID=40&md5=ef43617360ed8dbcac2ec734551c6175","Free University of Bolzano, Italy","Massimo, D., Free University of Bolzano, Italy; Ricci, F., Free University of Bolzano, Italy","Clustering; Inverse reinforcement learning; Recommender systems; User Study","Artificial intelligence; Decision making; Online systems; Recommender systems; Reinforcement learning; Augmented environments; Clustering; Inverse reinforcement learning; Nearest neighbour; Off-line analysis; On-line decision makings; Points of interest; User study; Behavioral research",,Conference Paper,"Final",,Scopus,2-s2.0-85075109550
"Yang S.Y., Yu Y., Almahdi S.","24802841600;57203202581;57194597306;","An investor sentiment reward-based trading system using Gaussian inverse reinforcement learning algorithm",2018,"Expert Systems with Applications","114",,,"388","401",,1,"10.1016/j.eswa.2018.07.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050940929&doi=10.1016%2fj.eswa.2018.07.056&partnerID=40&md5=7e4ed9ae031970e123d054c91c1b3d11","Financial Engineering Program, School of Business, Stevens Institute of Technology, 1 Castle Point on Hudson, Hoboken, NJ  07030, United States","Yang, S.Y., Financial Engineering Program, School of Business, Stevens Institute of Technology, 1 Castle Point on Hudson, Hoboken, NJ  07030, United States; Yu, Y., Financial Engineering Program, School of Business, Stevens Institute of Technology, 1 Castle Point on Hudson, Hoboken, NJ  07030, United States; Almahdi, S., Financial Engineering Program, School of Business, Stevens Institute of Technology, 1 Castle Point on Hudson, Hoboken, NJ  07030, United States","Inverse reinforcement learning; Investor sentiment; Sentiment reward; Support vector machine learning","Commerce; Costs; Inverse problems; Learning algorithms; Reinforcement learning; Signal processing; Support vector machines; Extraction mechanisms; Inverse reinforcement learning; Investor sentiments; Investor's sentiments; Market volatility; Sentiment reward; Transaction cost; Volatile markets; Investments","Yang, S.Y.; Financial Engineering Program, School of Business, Stevens Institute of Technology, 1 Castle Point on Hudson, United States; email: steve.yang@stevens.edu",Article,"Final",,Scopus,2-s2.0-85050940929
"Kasenberg D., Arnold T., Scheutz M.","57201556232;56895720600;6603548841;","Norms, Rewards, and the Intentional Stance: Comparing Machine Learning Approaches to Ethical Training",2018,"AIES 2018 - Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,,,"184","190",,3,"10.1145/3278721.3278774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045238240&doi=10.1145%2f3278721.3278774&partnerID=40&md5=03f064b4f58eab282156155a9d5dbca0","Tufts University, Medford, MA, United States","Kasenberg, D., Tufts University, Medford, MA, United States; Arnold, T., Tufts University, Medford, MA, United States; Scheutz, M., Tufts University, Medford, MA, United States","intentional stance; norm inference; value alignment","Behavioral research; Machine learning; Reinforcement learning; AI systems; Ethical training; intentional stance; Inverse reinforcement learning; Machine learning approaches; norm inference; Reward function; Philosophical aspects",,Conference Paper,"Final",,Scopus,2-s2.0-85045238240
"Carey R.","57205675159;","Incorrigibility in the CIRL Framework",2018,"AIES 2018 - Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,,,"30","35",,,"10.1145/3278721.3278750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061065414&doi=10.1145%2f3278721.3278750&partnerID=40&md5=e0611033fcf8297642824df480d04a87","Future of Humanity Institute, Oxford University, United Kingdom","Carey, R., Future of Humanity Institute, Oxford University, United Kingdom","ai safety; cirl; cooperative inverse reinforcement learning; corrigibility","Philosophical aspects; Reinforcement learning; cirl; corrigibility; Inverse reinforcement learning; Learning frameworks; Parameterized; Reward function; Technical sense; Probability distributions","Carey, R.; Future of Humanity Institute, Oxford UniversityUnited Kingdom; email: ry.duff@gmail.com",Conference Paper,"Final",,Scopus,2-s2.0-85061065414
"Hirakawa T., Yamashita T., Yoda K., Tamaki T., Fujiyoshi H.","55903063300;18042839400;7101801572;16204110300;6602601896;","Travel time-dependent maximum entropy inverse reinforcement learning for seabird trajectory prediction",2018,"Proceedings - 4th Asian Conference on Pattern Recognition, ACPR 2017",,, 8575862,"436","441",,,"10.1109/ACPR.2017.20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060540464&doi=10.1109%2fACPR.2017.20&partnerID=40&md5=9b4df47ded97494301a45397999c21c0","Chubu University, Japan; Nagoya University, Japan; Hiroshima University, Japan","Hirakawa, T., Chubu University, Japan; Yamashita, T., Chubu University, Japan; Yoda, K., Nagoya University, Japan; Tamaki, T., Hiroshima University, Japan; Fujiyoshi, H., Chubu University, Japan","Animal Behavior Analysis; Markov Decision Process; Maximum Entropy Inverse Reinforcement Learning; Trajectory Prediction","Computer vision; Forecasting; Inverse problems; Learning algorithms; Machine learning; Markov processes; Reinforcement learning; Trajectories; Travel time; Animal behavior; Avoiding obstacle; Goal directed; Inverse reinforcement learning; Markov Decision Processes; Number of methods; Trajectory prediction; Maximum entropy methods",,Conference Paper,"Final",,Scopus,2-s2.0-85060540464
"Sun L., Zhan W., Tomizuka M.","56007948700;57193013312;35567325500;","Probabilistic Prediction of Interactive Driving Behavior via Hierarchical Inverse Reinforcement Learning",2018,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC","2018-November",, 8569453,"2111","2117",,8,"10.1109/ITSC.2018.8569453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060465934&doi=10.1109%2fITSC.2018.8569453&partnerID=40&md5=5b13b0da39d2cb5dd1373402becbc5a4","Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States","Sun, L., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Zhan, W., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Tomizuka, M., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States",,"Behavioral research; Forecasting; Highway traffic control; Intelligent systems; Intelligent vehicle highway systems; Roads and streets; Trajectories; Vehicles; Autonomous Vehicles; Hierarchical trajectory; Historical information; Human demonstrations; Inverse reinforcement learning; Mixture of distributions; Probabilistic prediction; Quantitative result; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85060465934
"Morales L.Y., Naoki A., Yoshihara Y., Murase H.","57205545886;57205546702;57007898500;7101900108;","Towards Predictive Driving through Blind Intersections",2018,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC","2018-November",, 8569931,"716","722",,3,"10.1109/ITSC.2018.8569931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060457479&doi=10.1109%2fITSC.2018.8569931&partnerID=40&md5=97fdbb1221961744765b46794d3f8011","Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Graduate School of Information Science, Nagoya University, Nagoya, 464-8603, Japan","Morales, L.Y., Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Naoki, A., Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Yoshihara, Y., Institute of Innovation for Future Society, Nagoya University, Nagoya, 464-8603, Japan; Murase, H., Graduate School of Information Science, Nagoya University, Nagoya, 464-8603, Japan",,"Cost functions; Facings; Intelligent systems; Intelligent vehicle highway systems; Reinforcement learning; Trajectories; Blind intersection; Dangerous situations; Driving features; Feature weight; Inverse reinforcement learning; Modified Hausdorff Distance; Predictive drivings; State of the art; Cost benefit analysis",,Conference Paper,"Final",,Scopus,2-s2.0-85060457479
"Zhan W., Sun L., Hu Y., Li J., Tomizuka M.","57193013312;56007948700;57201981248;57201996480;35567325500;","Towards a Fatality-Aware Benchmark of Probabilistic Reaction Prediction in Highly Interactive Driving Scenarios",2018,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC","2018-November",, 8569785,"3274","3280",,7,"10.1109/ITSC.2018.8569785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060498838&doi=10.1109%2fITSC.2018.8569785&partnerID=40&md5=2e122f2bc8445c448bed53dca4903820","Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States","Zhan, W., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Sun, L., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Hu, Y., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Li, J., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States; Tomizuka, M., Department of Mechanical Engineering, University of California, Berkeley, CA  94720, United States",,"Decision making; Forecasting; Intelligent systems; Intelligent vehicle highway systems; Motion planning; Problem solving; Reinforcement learning; Trajectories; Autonomous Vehicles; Interacting entities; Inverse reinforcement learning; Neural network (nn); Probabilistic graphical models (PGM); Probabilistic prediction; Probabilistic reaction; Situation prediction; Inverse problems",,Conference Paper,"Final",,Scopus,2-s2.0-85060498838
"Ezzeddine A., Mourad N., Araabi B.N., Ahmadabadi M.N.","57202777893;57202773807;35560470000;57189586135;","Combination of learning from non-optimal demonstrations and feedbacks using inverse reinforcement learning and Bayesian policy improvement",2018,"Expert Systems with Applications","112",,,"331","341",,,"10.1016/j.eswa.2018.06.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049349995&doi=10.1016%2fj.eswa.2018.06.035&partnerID=40&md5=a900d2e0d857d00c65794189adfcec98","Machine Learning and Computational Modeling Laboratory, School of ECE, College of Engineering, University of TehranTehran, Iran; Cognitive Systems Laboratory, School of ECE, College of Engineering, University of TehranTehran, Iran","Ezzeddine, A., Machine Learning and Computational Modeling Laboratory, School of ECE, College of Engineering, University of TehranTehran, Iran; Mourad, N., Cognitive Systems Laboratory, School of ECE, College of Engineering, University of TehranTehran, Iran; Araabi, B.N., Machine Learning and Computational Modeling Laboratory, School of ECE, College of Engineering, University of TehranTehran, Iran; Ahmadabadi, M.N., Cognitive Systems Laboratory, School of ECE, College of Engineering, University of TehranTehran, Iran","Human evaluative feedbacks; Interactive learning; Inverse reinforcement learning; Teaching by demonstrations","Air navigation; Demonstrations; Educational technology; Inverse problems; Iterative methods; Robots; Interactive learning; Inverse reinforcement learning; Learner Agent; Navigation tasks; Probabilistic modeling; Reward function; Teaching by demonstration; Transition model; Reinforcement learning","Ezzeddine, A.; Machine Learning and Computational Modeling Laboratory, School of ECE, College of Engineering, University of TehranIran; email: a.ezedin@ut.ac.ir",Article,"Final",,Scopus,2-s2.0-85049349995
"Li G., He B., Gomez R., Nakamura K.","56132381600;8355392200;12806763700;55489762000;","Interactive Reinforcement Learning from Demonstration and Human Evaluative Feedback",2018,"RO-MAN 2018 - 27th IEEE International Symposium on Robot and Human Interactive Communication",,, 8525837,"1156","1162",,1,"10.1109/ROMAN.2018.8525837","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058071354&doi=10.1109%2fROMAN.2018.8525837&partnerID=40&md5=aaaa1b008207c9a7ce324816b16d4ed1","College of Information Science and Engineering, Ocean University of China, Songling Road 238, Qingdao, 266100, China; Honda Research Institute Japan Ltd. Co., Wako, Japan","Li, G., College of Information Science and Engineering, Ocean University of China, Songling Road 238, Qingdao, 266100, China; He, B., College of Information Science and Engineering, Ocean University of China, Songling Road 238, Qingdao, 266100, China; Gomez, R., Honda Research Institute Japan Ltd. Co., Wako, Japan; Nakamura, K., Honda Research Institute Japan Ltd. Co., Wako, Japan",,"Demonstrations; Inverse problems; Robots; Discount factors; Incorrect action; Interactive Reinforcement Learning; Inverse reinforcement learning; Learning from demonstration; Model-based method; Natural interactions; Optimal policies; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85058071354
"Gao H., Shi G., Xie G., Cheng B.","57195674051;57205095621;57195683595;36611317200;","Car-following method based on inverse reinforcement learning for autonomous vehicle decision-making",2018,"International Journal of Advanced Robotic Systems","15","6",,"","",,3,"10.1177/1729881418817162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058520448&doi=10.1177%2f1729881418817162&partnerID=40&md5=1fef28768842be0feec0041c987b8f09","State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China; Center for Intelligent Connected Vehicles and Transportation, Tsinghua University, Beijing, China; Electrical Engineering Department, California Institute of Technology, Pasadena, CA, United States; Department of Automotive Engineering, Hunan University, Changsha, Hunan, China","Gao, H., State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China, Center for Intelligent Connected Vehicles and Transportation, Tsinghua University, Beijing, China; Shi, G., Electrical Engineering Department, California Institute of Technology, Pasadena, CA, United States; Xie, G., Department of Automotive Engineering, Hunan University, Changsha, Hunan, China; Cheng, B., State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China","automatic driving; autonomous vehicle; Car-following; decision-making; inverse reinforcement learning (IRL)","Automobile drivers; Behavioral research; Data visualization; Decision making; Inverse problems; Learning algorithms; Automatic driving; Autonomous Vehicles; Car following; Decision-making systems; Driving characteristics; Inverse reinforcement learning; Optimization problems; Sequential decisions; Reinforcement learning","Shi, G.; Electrical Engineering Department, California Institute of TechnologyUnited States; email: gshi@caltech.edu",Article,"Final",Open Access,Scopus,2-s2.0-85058520448
"Sheffield E.C., Shah M.D.","57205078055;57190221969;","Dungeon digger: Apprenticeship learning for procedural dungeon building agents",2018,"CHI PLAY 2018 - Proceedings of the 2018 Annual Symposium on Computer-Human Interaction in Play Companion Extended Abstracts",,,,"603","610",,1,"10.1145/3270316.3271539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058437749&doi=10.1145%2f3270316.3271539&partnerID=40&md5=d52053ed1174c8a49a6ac018a4129706","College of Computer and Information Science, Northeastern University, Boston, MA  02115, United States","Sheffield, E.C., College of Computer and Information Science, Northeastern University, Boston, MA  02115, United States; Shah, M.D., College of Computer and Information Science, Northeastern University, Boston, MA  02115, United States","Apprenticeship Learning; Inverse Reinforcement Learning; Machine Learning; Procedural Content Generation","Apprentices; Artificial intelligence; Interactive computer systems; Learning systems; Reinforcement learning; Static analysis; Apprenticeship learning; Digital games; Game Levels; Inverse reinforcement learning; Level design; Procedural content generations; Usability studies; Video game levels; Human computer interaction",,Conference Paper,"Final",,Scopus,2-s2.0-85058437749
"Zou Q., Li H., Zhang R.","54406213100;57201675742;7404861962;","Inverse Reinforcement Learning via Neural Network in Driver Behavior Modeling",2018,"IEEE Intelligent Vehicles Symposium, Proceedings","2018-June",, 8500666,"1245","1250",,1,"10.1109/IVS.2018.8500666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056785788&doi=10.1109%2fIVS.2018.8500666&partnerID=40&md5=2956ed31f8466b3b023f7e03611d0a13","BeiDou High Precision Positioning Service Technology Engineering Laboratory, Information Engineering College, Dalian University, DaLian, China; Mechanical and Electrical Engineering College, Dalian Minzu University, DaLian, China","Zou, Q., BeiDou High Precision Positioning Service Technology Engineering Laboratory, Information Engineering College, Dalian University, DaLian, China; Li, H., BeiDou High Precision Positioning Service Technology Engineering Laboratory, Information Engineering College, Dalian University, DaLian, China; Zhang, R., Mechanical and Electrical Engineering College, Dalian Minzu University, DaLian, China","Advanced Driver Assistance Systems; Automated Vehicles; Human Factors and Human Machine Interaction","Automobile drivers; Behavioral research; Decision making; Human computer interaction; Inverse problems; Markov processes; Neural networks; Reinforcement learning; Vehicles; Accuracy of decision makings; Automated vehicles; Convolutional neural network; Driver behavior modeling; Human machine interaction; Inverse reinforcement learning; Linear combinations; Markov Decision Processes; Advanced driver assistance systems",,Conference Paper,"Final",,Scopus,2-s2.0-85056785788
"Bogert K., Doshi P.","36095803300;23008336000;","Multi-robot inverse reinforcement learning under occlusion with estimation of state transitions",2018,"Artificial Intelligence","263",,,"46","73",,,"10.1016/j.artint.2018.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050363079&doi=10.1016%2fj.artint.2018.07.002&partnerID=40&md5=434c2a884a42d57e2e7d8b3a676c010a","Department of Computer Science, University of North Carolina Asheville, Asheville, NC  28804, United States; THINC Lab, Department of Computer Science, University of Georgia, Athens, GA  30602, United States","Bogert, K., Department of Computer Science, University of North Carolina Asheville, Asheville, NC  28804, United States; Doshi, P., THINC Lab, Department of Computer Science, University of Georgia, Athens, GA  30602, United States","Inverse reinforcement learning; Machine learning; Maximum entropy; Robotics","Learning systems; Maximum entropy methods; Reinforcement learning; Robotics; Robots; Application scenario; Future position; Inverse reinforcement learning; Learning agents; Learning from demonstration; Reward function; Robotic applications; State transitions; Inverse problems","Doshi, P.; THINC Lab, Department of Computer Science, University of GeorgiaUnited States; email: pdoshi@uga.edu",Article,"Final",,Scopus,2-s2.0-85050363079
"Massimo D., Ricci F.","56433358100;35270071500;","Harnessing a generalised user behaviour model for next-POI recommendation",2018,"RecSys 2018 - 12th ACM Conference on Recommender Systems",,,,"402","406",,5,"10.1145/3240323.3240392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056800692&doi=10.1145%2f3240323.3240392&partnerID=40&md5=1ec935bc808b253e9dbc2cb395d6c23b","Free University of Bolzano-Bozen Bolzano, Italy","Massimo, D., Free University of Bolzano-Bozen Bolzano, Italy; Ricci, F., Free University of Bolzano-Bozen Bolzano, Italy","Inverse Reinforcement Learning; Recommender Systems; Tourism; User Modelling","Decision making; Recommender systems; Reinforcement learning; Action prediction; Experimental analysis; Human decision making; Inverse reinforcement learning; Points of interest; Recommendation strategies; Tourism; User Modelling; Behavioral research",,Conference Paper,"Final",,Scopus,2-s2.0-85056800692
"Ikenaga A., Arai S.","57204111901;14057611500;","Inverse reinforcement learning approach for elicitation of preferences in multi-objective sequential optimization",2018,"Proceedings - 2018 IEEE International Conference on Agents, ICA 2018",,, 8460075,"117","118",,,"10.1109/AGENTS.2018.8460075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054488963&doi=10.1109%2fAGENTS.2018.8460075&partnerID=40&md5=08fa6d218fdcc74845dd63d553b11a6f","Chiba University, Dept. of Urban Environment Systems, Chiba, Japan","Ikenaga, A., Chiba University, Dept. of Urban Environment Systems, Chiba, Japan; Arai, S., Chiba University, Dept. of Urban Environment Systems, Chiba, Japan","Inverse reinforcement learning; Multi-objective sequential decision making; Preference elicitation","Decision making; Inverse problems; Pareto principle; Elicitation of preferences; Inverse reinforcement learning; Multi objective decision making; Pareto optimal solutions; Preference elicitation; Preference order; Sequential decision making; Sequential optimization; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85054488963
"Li K., Rath M., Burdick J.W.","57207262277;55893097600;7103361644;","Inverse Reinforcement Learning via Function Approximation for Clinical Motion Analysis",2018,"Proceedings - IEEE International Conference on Robotics and Automation",,, 8460563,"610","617",,,"10.1109/ICRA.2018.8460563","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063164463&doi=10.1109%2fICRA.2018.8460563&partnerID=40&md5=ca197bf81bf63364b8ea0f1afd1b11bc","California Institute of Technology, Department of Mechanical and Civil Engineering, Pasadena, CA  91125, United States; University of California Los Angeles, Los Angeles, CA  90095, United States","Li, K., California Institute of Technology, Department of Mechanical and Civil Engineering, Pasadena, CA  91125, United States; Rath, M., University of California Los Angeles, Los Angeles, CA  90095, United States; Burdick, J.W., California Institute of Technology, Department of Mechanical and Civil Engineering, Pasadena, CA  91125, United States",,"Inverse problems; Machine learning; Motion analysis; Patient rehabilitation; Robotics; Function approximation; High-dimensional; Human movements; Inverse reinforcement learning; Linearly proportional; Optimality equation; Simulated environment; Spinal cord injuries (SCI); Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85063164463
"Rehder E., Wirth F., Lauer M., Stiller C.","56724034800;57208073979;56207151400;7102694878;","Pedestrian Prediction by Planning Using Deep Neural Networks",2018,"Proceedings - IEEE International Conference on Robotics and Automation",,, 8460203,"5903","5908",,12,"10.1109/ICRA.2018.8460203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061302737&doi=10.1109%2fICRA.2018.8460203&partnerID=40&md5=7947d3bbf3174e02d503ee26c325ecdb","Daimler RandD, Environment Perception, Sindelfingen, Germany; Institute of Measurement and Control Systems, Karlsruhe Institute of Technology (KIT), Karlsruhe, 76131, Germany","Rehder, E., Daimler RandD, Environment Perception, Sindelfingen, Germany; Wirth, F., Institute of Measurement and Control Systems, Karlsruhe Institute of Technology (KIT), Karlsruhe, 76131, Germany; Lauer, M., Institute of Measurement and Control Systems, Karlsruhe Institute of Technology (KIT), Karlsruhe, 76131, Germany; Stiller, C., Institute of Measurement and Control Systems, Karlsruhe Institute of Technology (KIT), Karlsruhe, 76131, Germany",,"Autonomous vehicles; Forecasting; Motion estimation; Reinforcement learning; Robotics; Behavior patterns; Convolutional networks; Entire system; Experimental validations; Inverse reinforcement learning; Mixture density function; Motion prediction; Planning stages; Deep neural networks",,Conference Paper,"Final",,Scopus,2-s2.0-85061302737
"Guo M., Andersson S., Dimarogonas D.V.","55921188600;57196085202;6506281602;","Human-in-the-Loop Mixed-Initiative Control under Temporal Tasks",2018,"Proceedings - IEEE International Conference on Robotics and Automation",,, 8460793,"6395","6400",,1,"10.1109/ICRA.2018.8460793","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063131458&doi=10.1109%2fICRA.2018.8460793&partnerID=40&md5=836fbadebfa913c634c76c2fa906ee9f","School of Electrical Engineering, KTH Royal Institute of Technology, ACCESS Linnaeus CenterSE-100 44, Sweden","Guo, M., School of Electrical Engineering, KTH Royal Institute of Technology, ACCESS Linnaeus CenterSE-100 44, Sweden; Andersson, S., School of Electrical Engineering, KTH Royal Institute of Technology, ACCESS Linnaeus CenterSE-100 44, Sweden; Dimarogonas, D.V., School of Electrical Engineering, KTH Royal Institute of Technology, ACCESS Linnaeus CenterSE-100 44, Sweden",,"Controllers; Coordination reactions; Iterative methods; Reinforcement learning; Robotics; Robots; Temporal logic; Continuous controller; Hard and soft constraints; Human-in-the-loop; Human-in-the-loop simulations; Inverse reinforcement learning; Linear temporal logic; Mixed initiative; Online coordination; Robot programming",,Conference Paper,"Final",,Scopus,2-s2.0-85063131458
"Shkurti F., Kakodkar N., Dudek G.","47762168300;57193132765;7006413576;","Model-Based Probabilistic Pursuit via Inverse Reinforcement Learning",2018,"Proceedings - IEEE International Conference on Robotics and Automation",,, 8463196,"7804","7811",,1,"10.1109/ICRA.2018.8463196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063153304&doi=10.1109%2fICRA.2018.8463196&partnerID=40&md5=f932861979d5226fd748eff6de9bae2d","Center for Intelligent Machines (CIM), School of Computer Science, McGill University in Montreal, Mobile Robotics Lab, Canada","Shkurti, F., Center for Intelligent Machines (CIM), School of Computer Science, McGill University in Montreal, Mobile Robotics Lab, Canada; Kakodkar, N., Center for Intelligent Machines (CIM), School of Computer Science, McGill University in Montreal, Mobile Robotics Lab, Canada; Dudek, G., Center for Intelligent Machines (CIM), School of Computer Science, McGill University in Montreal, Mobile Robotics Lab, Canada",,"Inverse problems; Machine learning; Robot programming; Robotics; Robots; Semantics; Visual servoing; Combinatorial search; Domain-specific knowledge; Graph representation; Integrated prediction; Inverse reinforcement learning; Multiple satellites; Pursuit algorithms; Short-term behavior; Reinforcement learning",,Conference Paper,"Final",,Scopus,2-s2.0-85063153304
